City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
262,Vardø,NO,1601155270,42.91,13,67,17.31,70.37,31.11
263,Nueve de Julio,AR,1601155015,55.99,98,56,8.99,-35.44,-60.88
264,Amalāpuram,IN,1601155271,75.83,100,90,5.79,16.58,82.02
265,Mitsamiouli,KM,1601155057,76.86,11,78,13.2,-11.38,43.28
266,Marovoay,MG,1601155271,71.6,6,88,5.82,-16.1,46.63
267,Anzio,IT,1601155271,57.2,75,87,9.17,41.49,12.62
268,Shache,CN,1601155135,64.11,100,27,8.01,38.42,77.24
269,Bougouni,ML,1601155272,75.31,48,80,2.73,11.42,-7.48
270,Maniitsoq,GL,1601155128,36.36,100,96,8.12,65.42,-52.9
271,Port Lincoln,AU,1601155156,49.64,4,70,8.25,-34.73,135.87
272,Faya,SA,1601155272,68.0,0,24,7.94,18.39,42.45
273,Tura,IN,1601155091,73.62,100,98,4.63,25.52,90.22
274,Hare Bay,CA,1601155273,53.6,20,54,10.29,48.85,-54.01
275,Suntar,RU,1601155273,40.8,100,88,8.88,62.14,117.63
276,Khvastovichi,RU,1601155273,58.59,0,50,10.22,53.47,35.09
277,Strezhevoy,RU,1601155274,37.4,20,93,4.47,60.73,77.59
278,Toora-Khem,RU,1601155274,29.37,95,97,1.99,52.47,96.11
279,Bozeman,US,1601155067,62.6,20,20,24.16,45.68,-111.04
280,Jodiya,IN,1601155275,80.94,54,77,13.24,22.69,70.31
281,Aswān,EG,1601155275,84.94,0,20,10.98,24.09,32.91
282,Inyonga,TZ,1601155275,70.38,48,44,3.67,-6.72,32.07
283,Lira,UG,1601155275,62.56,69,91,2.8,2.23,32.91
284,Hong Kong,HK,1601155174,82.0,100,88,1.01,22.29,114.16
285,Oranjestad,AW,1601155276,87.8,40,66,14.99,12.52,-70.03
286,Belmonte,BR,1601155276,75.2,20,69,9.17,-15.86,-38.88
287,Terrace,CA,1601155108,51.8,75,76,17.22,54.52,-128.6
288,Varhaug,NO,1601155276,50.0,100,87,1.12,58.61,5.65
289,São José da Coroa Grande,BR,1601155277,75.36,100,82,6.91,-8.9,-35.15
290,St-Jean-Port-Joli,CA,1601155277,71.01,78,69,15.01,47.22,-70.27
291,Panama City,PA,1601155063,84.2,40,69,13.87,8.99,-79.52
292,Nizhneudinsk,RU,1601155278,41.7,97,86,9.26,54.91,99.03
293,Green Valley,US,1601155278,98.6,1,12,11.41,31.85,-110.99
294,Sabang,ID,1601155278,81.75,100,79,14.61,5.89,95.32
295,Camacupa,AO,1601155278,73.29,0,26,3.49,-12.02,17.48
296,Kastamonu Province,TR,1601155279,61.03,28,50,3.44,41.5,33.67
297,Hanna,CA,1601155279,60.01,41,31,8.01,51.63,-111.9
298,Muli,MV,1601155279,82.27,32,75,7.63,2.92,73.57
299,Barabinsk,RU,1601155280,38.39,34,90,4.97,55.36,78.36
300,Olenegorsk,RU,1601155280,40.68,99,91,7.83,68.15,33.3
301,Berbera,SO,1601155280,86.81,0,77,6.51,10.44,45.01
302,Corinth,GR,1601155280,72.0,4,42,3.0,37.94,22.96
303,Frauenfeld,CH,1601155281,44.6,75,81,5.82,47.56,8.9
304,Utinga,BR,1601155281,78.8,20,73,9.17,-5.82,-35.4
305,Palu,ID,1601155281,75.81,100,81,4.09,-0.89,119.87
306,Torbay,CA,1601155059,55.99,40,62,16.11,47.67,-52.73
307,Saint-Pierre,RE,1601155127,68.0,0,64,5.82,-21.34,55.48
308,Bridlington,GB,1601155282,51.8,96,76,14.99,54.08,-0.19
309,Aklavik,CA,1601155282,33.8,90,72,11.41,68.22,-135.01
310,Kathu,TH,1601155176,84.0,40,78,10.29,7.92,98.33
311,Ilebo,CD,1601155282,72.63,98,82,0.18,-4.32,20.58
312,Nambutalai,IN,1601155283,82.94,94,71,11.34,9.72,79.0
313,São Filipe,CV,1601155283,81.63,18,83,6.93,14.9,-24.5
314,Port Hardy,CA,1601155061,53.6,75,93,9.17,50.7,-127.42
315,Chulucanas,PE,1601155284,91.24,28,30,17.25,-5.09,-80.16
316,Belyy Yar,RU,1601155284,33.8,39,82,2.24,53.6,91.39
317,Twentynine Palms,US,1601155284,95.0,1,9,4.7,34.14,-116.05
318,Inhambane,MZ,1601154944,72.64,5,82,2.66,-23.86,35.38
319,Narsaq,GL,1601155126,42.8,20,52,4.7,60.92,-46.05
320,Havre-St-Pierre,CA,1601155113,50.0,90,61,11.41,50.23,-63.6
321,Ahtopol,BG,1601155285,72.0,75,83,8.05,42.1,27.95
322,Ambilobe,MG,1601155285,68.83,0,80,5.55,-13.2,49.05
323,Kiryat Gat,IL,1601155285,78.01,0,80,6.93,31.61,34.76
324,Buala,SB,1601155286,82.78,13,76,8.77,-8.14,159.59
325,Talaya,RU,1601155286,38.16,0,72,5.39,61.38,152.75
326,Manali,IN,1601155286,82.4,40,88,6.04,13.17,80.27
327,Ostrovnoy,RU,1601155286,42.48,100,92,17.87,68.05,39.51
328,Kununurra,AU,1601155287,77.0,14,94,3.36,-15.77,128.73
329,Chifeng,CN,1601155132,55.6,0,65,6.2,42.27,118.96
330,Tahoua,NE,1601155287,85.89,61,44,15.59,14.89,5.27
331,Byron Bay,AU,1601155287,55.99,0,50,5.82,-28.65,153.62
332,Las Vegas,US,1601155056,99.0,1,8,4.7,36.17,-115.14
333,Batamshinskiy,KZ,1601155288,39.2,0,64,6.38,50.56,58.27
334,Abéché,TD,1601155288,82.44,20,53,5.48,13.83,20.83
335,Am Timan,TD,1601155077,70.75,99,77,1.74,11.03,20.28
336,Nanortalik,GL,1601155100,39.04,100,84,4.61,60.14,-45.24
337,Issoire,FR,1601155289,39.2,10,86,2.24,45.55,3.25
338,Liberal,US,1601155274,96.8,1,12,3.36,37.04,-100.92
339,Lushoto,TZ,1601155289,56.84,57,100,0.36,-4.78,38.28
340,Chotila,IN,1601155289,75.22,21,85,9.15,22.42,71.18
341,Ulladulla,AU,1601155290,51.8,0,57,14.99,-35.35,150.47
342,Tando Ghulam Ali,PK,1601155290,80.15,0,79,14.63,25.13,68.87
343,Bull Savanna,JM,1601155290,83.41,11,75,7.11,17.89,-77.59
344,Soe,ID,1601155290,64.53,19,79,3.53,-9.86,124.28
345,Aksu,CN,1601155291,61.95,83,31,5.23,41.12,80.26
346,Sorong,ID,1601155291,77.74,71,85,5.12,-0.88,131.25
347,Yeniseysk,RU,1601155291,44.19,100,88,4.83,58.45,92.17
348,Fallon,US,1601155198,80.6,90,24,11.41,39.47,-118.78
349,Margate,GB,1601155181,55.0,100,79,8.01,51.38,1.39
350,Beatrice,US,1601155292,95.0,1,24,13.87,40.27,-96.75
351,San Patricio,MX,1601154876,89.6,20,66,11.41,19.22,-104.7
352,Canyon,US,1601155292,99.0,0,12,6.93,34.98,-101.92
353,Calahorra,ES,1601155292,64.4,75,68,25.28,42.31,-1.97
354,São João da Barra,BR,1601155046,78.8,0,74,18.34,-21.64,-41.05
355,Māngrol,IN,1601155208,79.77,33,79,10.18,21.12,70.12
356,Mandlā,IN,1601155293,70.88,2,87,0.22,22.6,80.38
357,Bondowoso,ID,1601155293,71.78,27,74,3.58,-7.91,113.82
358,Zyryanka,RU,1601155294,39.06,0,73,10.13,65.75,150.85
359,Karaton,ID,1601155294,79.0,20,83,3.36,-6.34,106.1
360,Smolenka,RU,1601155294,42.8,40,70,11.18,52.14,113.5
361,Naze,JP,1601155294,78.8,75,78,11.41,28.37,129.48
362,Araouane,ML,1601155295,97.56,0,9,3.56,18.9,-3.53
363,Ninghai,CN,1601155295,64.4,20,93,2.24,29.29,121.42
364,Chincholi,IN,1601155295,72.18,100,93,4.0,17.47,77.43
365,Zheshart,RU,1601155296,48.83,0,95,4.99,62.07,49.57
366,Ben Gardane,TN,1601155296,74.26,36,46,6.58,33.14,11.22
367,Chui,UY,1601155296,61.23,99,93,17.49,-33.7,-53.46
368,Prado,BR,1601155297,72.81,0,79,6.69,-17.34,-39.22
369,Murmashi,RU,1601155297,42.8,75,100,2.24,68.82,32.81
