City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
301,Turukhansk,RU,1601160159,40.03,92,88,12.75,65.82,87.98
302,Itoman,JP,1601160159,73.4,75,78,17.22,26.12,127.67
303,Dukat,RU,1601160159,41.22,0,65,6.85,62.55,155.55
304,Durango,MX,1601159908,76.39,3,27,5.17,24.83,-104.83
305,Łapy,PL,1601160160,69.01,99,59,17.29,52.99,22.88
306,São João de Pirabas,BR,1601159894,78.58,78,78,9.1,-0.77,-47.18
307,Inuvik,CA,1601159893,35.6,90,100,12.75,68.35,-133.72
308,Srīvardhan,IN,1601159890,77.95,57,82,1.54,18.03,73.02
309,Brigantine,US,1601160160,73.0,1,83,9.17,39.41,-74.36
310,Tezu,IN,1601160161,73.09,100,81,1.95,27.92,96.17
311,Mabaruma,GY,1601160161,77.59,99,86,2.8,8.2,-59.78
312,Dikson,RU,1601160161,38.62,100,79,29.04,73.51,80.55
313,Arrondissement de Laon,FR,1601160161,50.0,100,93,9.17,49.57,3.67
314,Qarqīn,AF,1601160162,56.21,0,36,5.26,37.42,66.04
315,Rio Grande,BR,1601160162,64.0,100,97,7.0,-32.03,-52.1
316,At-Bashi,KG,1601160162,45.55,99,51,1.48,41.17,75.81
317,Tuatapere,NZ,1601160162,45.0,100,86,15.01,-46.13,167.68
318,Talakan,RU,1601160162,52.68,59,82,9.06,50.32,130.37
319,Fortuna,US,1601160163,71.6,90,73,11.41,40.6,-124.16
320,Phang Nga,TH,1601160163,82.4,40,78,10.29,8.45,98.53
321,Zemio,CF,1601160163,69.66,100,96,0.31,5.03,25.14
322,Ust'-Karsk,RU,1601160164,40.95,1,82,7.63,52.7,118.81
323,Beidao,CN,1601160164,58.98,97,76,4.99,34.57,105.89
324,Ust-Nera,RU,1601160164,42.55,83,59,4.38,64.57,143.2
325,Rosarito,MX,1601160164,77.0,5,57,11.41,32.33,-117.03
326,São Filipe,CV,1601160165,81.45,35,83,3.33,14.9,-24.5
327,Oyabe,JP,1601159982,66.99,75,93,2.24,36.68,136.87
328,Avarua,CK,1601160041,75.2,58,73,6.93,-21.21,-159.78
329,Perovo,UA,1601159936,65.68,17,75,12.57,44.93,34.07
330,Mount Gambier,AU,1601160165,48.2,90,93,5.82,-37.83,140.77
331,Tcholliré,CM,1601160165,71.73,100,96,3.96,8.4,14.17
332,Gravdal,NO,1601160166,41.94,60,67,9.57,68.12,13.5
333,Mahébourg,MU,1601160166,68.0,40,82,4.7,-20.41,57.7
334,Te Anau,NZ,1601160166,43.41,99,84,7.85,-45.42,167.72
335,Lyuban',BY,1601159636,65.28,1,51,15.86,52.8,28.0
336,Airai,TL,1601160167,66.9,99,63,3.29,-8.93,125.41
337,Yumen,CN,1601160167,47.59,45,39,12.33,40.28,97.2
338,Cherskiy,RU,1601160167,39.33,1,75,17.54,68.75,161.3
339,Mandera,KE,1601160167,79.47,29,58,17.98,3.94,41.87
340,Kjøpsvik,NO,1601160168,32.0,50,77,10.29,68.1,16.37
341,Qaqortoq,GL,1601160168,36.55,30,88,6.98,60.72,-46.03
342,Mt. Pleasant,US,1601160168,80.01,1,88,6.15,32.79,-79.86
343,Laval,CA,1601159873,79.0,75,53,6.93,45.57,-73.69
344,Qingquan,CN,1601160168,65.77,81,90,2.19,30.45,115.26
345,Cabo Rojo,PR,1601160169,82.99,56,85,4.27,18.09,-67.15
